Vehicle ID,State,Country,Location,Repair,Reason,YEAR,Make,Body Type
1.55E+14,Illinois,United States,"Illinois, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.55E+14,Illinois,United States,"Illinois, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.55E+14,Illinois,United States,"Illinois, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59E+14,Illinois,United States,"Illinois, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59E+14,Illinois,United States,"Illinois, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59E+14,Illinois,United States,"Illinois, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.59E+14,Illinois,United States,"Illinois, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.62E+14,Illinois,United States,"Illinois, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.62E+14,Illinois,United States,"Illinois, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.62E+14,Illinois,United States,"Illinois, United States",Windshield replacement,Crack,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.65E+14,Illinois,United States,"Illinois, United States",Dent Repair Left Fender,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
1.68E+14,Illinois,United States,"Illinois, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.68E+14,Illinois,United States,"Illinois, United States",Windshield replacement,Crack,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
1.71E+14,Illinois,United States,"Illinois, United States",Fuel tank,Hole,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
1.74E+14,Illinois,United States,"Illinois, United States",Dent Repair Left Fender,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.74E+14,Illinois,United States,"Illinois, United States",Tire replacement,Flat- hole not reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
1.78E+14,Indiana,United States,"Indiana, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.78E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.81E+14,Indiana,United States,"Indiana, United States",Cab corner panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.81E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.81E+14,Indiana,United States,"Indiana, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.84E+14,Indiana,United States,"Indiana, United States",Fender replacement,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.84E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.84E+14,Indiana,United States,"Indiana, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.84E+14,Indiana,United States,"Indiana, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.84E+14,Indiana,United States,"Indiana, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.88E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.91E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
1.95E+14,Indiana,United States,"Indiana, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.95E+14,Indiana,United States,"Indiana, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
1.98E+14,Indiana,United States,"Indiana, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.02E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.05E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.09E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.09E+14,Indiana,United States,"Indiana, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.12E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.16E+14,Indiana,United States,"Indiana, United States",Dent Repair Rear,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.19E+14,Indiana,United States,"Indiana, United States",Dent Repair Rear,Collision,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.19E+14,Indiana,United States,"Indiana, United States",Fuel tank,Hole,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.19E+14,Indiana,United States,"Indiana, United States",Tire repair,Flat- reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.23E+14,Indiana,United States,"Indiana, United States",Dent Repair Left Fender,Collision,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
2.27E+14,Kansas,United States,"Kansas, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.27E+14,Kansas,United States,"Kansas, United States",Dent Repair Left Fender,Collision,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.27E+14,Kansas,United States,"Kansas, United States",Tire replacement,Flat- hole not reparable,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.31E+14,Kansas,United States,"Kansas, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.34E+14,Kansas,United States,"Kansas, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.38E+14,Kansas,United States,"Kansas, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.38E+14,Kansas,United States,"Kansas, United States",Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.42E+14,Kansas,United States,"Kansas, United States",Windshield replacement,Crack,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.46E+14,Kansas,United States,"Kansas, United States",Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
2.46E+14,Kansas,United States,"Kansas, United States",Windshield replacement,Crack,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
2.5E+14,Kansas,United States,"Kansas, United States",Windshield replacement,Crack,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
2.54E+14,Kentucky,United States,"Kentucky, United States",Windshield replacement,Crack,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.58E+14,Kentucky,United States,"Kentucky, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.58E+14,Kentucky,United States,"Kentucky, United States",Dent Repair Left Fender,Collision,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.58E+14,Kentucky,United States,"Kentucky, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.62E+14,Kentucky,United States,"Kentucky, United States",Tire replacement,Flat- hole not reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.66E+14,Louisiana,United States,"Louisiana, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.7E+14,Louisiana,United States,"Louisiana, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.74E+14,Louisiana,United States,"Louisiana, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.78E+14,Louisiana,United States,"Louisiana, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
2.82E+14,Louisiana,United States,"Louisiana, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.82E+14,Louisiana,United States,"Louisiana, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.82E+14,Louisiana,United States,"Louisiana, United States",Windshield replacement,Crack,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.86E+14,Louisiana,United States,"Louisiana, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
2.9E+14,Louisiana,United States,"Louisiana, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.9E+14,Louisiana,United States,"Louisiana, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
2.94E+14,Louisiana,United States,"Louisiana, United States",Dent Repair Left Fender,Collision,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
2.99E+14,Louisiana,United States,"Louisiana, United States",Tire repair,Flat- reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
3.03E+14,Louisiana,United States,"Louisiana, United States",Tire repair,Flat- reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
3.03E+14,Louisiana,United States,"Louisiana, United States",Tire replacement,Flat- hole not reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
3.07E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Corrosion,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.12E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.16E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.16E+14,Massachusetts,United States,"Massachusetts, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.16E+14,Massachusetts,United States,"Massachusetts, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.2E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.25E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.29E+14,Massachusetts,United States,"Massachusetts, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.29E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.34E+14,Massachusetts,United States,"Massachusetts, United States",Battery replacement,Dead battery,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.34E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.34E+14,Massachusetts,United States,"Massachusetts, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.38E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.43E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.43E+14,Massachusetts,United States,"Massachusetts, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.48E+14,Massachusetts,United States,"Massachusetts, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.48E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.48E+14,Massachusetts,United States,"Massachusetts, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.52E+14,Massachusetts,United States,"Massachusetts, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.52E+14,Massachusetts,United States,"Massachusetts, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.57E+14,Massachusetts,United States,"Massachusetts, United States",Tire repair,Flat- reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
3.61E+14,Massachusetts,United States,"Massachusetts, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
3.66E+14,Maryland,United States,"Maryland, United States",Fender replacement,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.66E+14,Maryland,United States,"Maryland, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.66E+14,Maryland,United States,"Maryland, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.66E+14,Maryland,United States,"Maryland, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.71E+14,Maryland,United States,"Maryland, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.71E+14,Maryland,United States,"Maryland, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.71E+14,Maryland,United States,"Maryland, United States",Wheel Arch,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
3.76E+14,Maryland,United States,"Maryland, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.76E+14,Maryland,United States,"Maryland, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.76E+14,Maryland,United States,"Maryland, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.76E+14,Maryland,United States,"Maryland, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.8E+14,Maryland,United States,"Maryland, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.8E+14,Maryland,United States,"Maryland, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.85E+14,Maryland,United States,"Maryland, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.9E+14,Maryland,United States,"Maryland, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
3.95E+14,Maryland,United States,"Maryland, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4E+14,Maryland,United States,"Maryland, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.05E+14,Maryland,United States,"Maryland, United States",Windshield replacement,Crack,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
4.1E+14,Maryland,United States,"Maryland, United States",Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
4.15E+14,Maryland,United States,"Maryland, United States",Dent Repair Rear,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
4.2E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.2E+14,Maine,United States,"Maine, United States",Fuel tank,Corrosion,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.2E+14,Maine,United States,"Maine, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.2E+14,Maine,United States,"Maine, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.25E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.3E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.35E+14,Maine,United States,"Maine, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.35E+14,Maine,United States,"Maine, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.35E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.35E+14,Maine,United States,"Maine, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.35E+14,Maine,United States,"Maine, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.4E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.46E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.51E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.56E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.61E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.61E+14,Maine,United States,"Maine, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.61E+14,Maine,United States,"Maine, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.67E+14,Maine,United States,"Maine, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.67E+14,Maine,United States,"Maine, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.72E+14,Maine,United States,"Maine, United States",Dent Repair Left Fender,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
4.72E+14,Maine,United States,"Maine, United States",Windshield replacement,Crack,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
4.77E+14,Michigan,United States,"Michigan, United States",Battery replacement,Dead battery,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.77E+14,Michigan,United States,"Michigan, United States",Fuel tank,Hole,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.77E+14,Michigan,United States,"Michigan, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.77E+14,Michigan,United States,"Michigan, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.77E+14,Michigan,United States,"Michigan, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.77E+14,Michigan,United States,"Michigan, United States",Tire replacement,Flat- hole not reparable,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.83E+14,Michigan,United States,"Michigan, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
4.88E+14,Michigan,United States,"Michigan, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.88E+14,Michigan,United States,"Michigan, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.88E+14,Michigan,United States,"Michigan, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.88E+14,Michigan,United States,"Michigan, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.88E+14,Michigan,United States,"Michigan, United States",Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.88E+14,Michigan,United States,"Michigan, United States",Transmission,slips in and out of gear,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.94E+14,Michigan,United States,"Michigan, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.94E+14,Michigan,United States,"Michigan, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.94E+14,Michigan,United States,"Michigan, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
4.99E+14,Michigan,United States,"Michigan, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.05E+14,Michigan,United States,"Michigan, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.1E+14,Michigan,United States,"Michigan, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.16E+14,Michigan,United States,"Michigan, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.22E+14,Michigan,United States,"Michigan, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.22E+14,Michigan,United States,"Michigan, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.22E+14,Michigan,United States,"Michigan, United States",Wheel Arch,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.27E+14,Michigan,United States,"Michigan, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.33E+14,Michigan,United States,"Michigan, United States",Dent Repair Rear,Collision,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
5.39E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
5.39E+14,Michigan,United States,"Michigan, United States",Tire repair,Flat- reparable,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
5.44E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
5.44E+14,Minnesota,United States,"Minnesota, United States",Shocks,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
5.44E+14,Minnesota,United States,"Minnesota, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
5.5E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
5.5E+14,Minnesota,United States,"Minnesota, United States",Struts,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
5.56E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2016,RAM,"1500 4WD Quad Cab 140.5"" SLT"
5.62E+14,Minnesota,United States,"Minnesota, United States",Brake line replacement,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.62E+14,Minnesota,United States,"Minnesota, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.62E+14,Minnesota,United States,"Minnesota, United States",Fender replacement,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.62E+14,Minnesota,United States,"Minnesota, United States",Fuel tank,Corrosion,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.62E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.68E+14,Minnesota,United States,"Minnesota, United States",Cab corner panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.68E+14,Minnesota,United States,"Minnesota, United States",Fuel tank,Hole,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.68E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.74E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.8E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.86E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.92E+14,Minnesota,United States,"Minnesota, United States",Rocker Panel,Rust,2017,Chevrolet Silverado,"1500 4WD Double Cab 143.5"" LT w/1LT"
5.98E+14,Minnesota,United States,"Minnesota, United States",Dent Repair Rear,Collision,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
5.98E+14,Minnesota,United States,"Minnesota, United States",Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado,"1500 2WD Double Cab 143.5"" LT w/1LT"
6.04E+14,Minnesota,United States,"Minnesota, United States",Tire replacement,Flat- hole not reparable,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
6.04E+14,Minnesota,United States,"Minnesota, United States",Wheel Arch,Rust,2018,RAM,"1500 SLT 4X2 Quad Cab 6'4"" Box"
6.1E+14,Minnesota,United States,"Minnesota, United States",Windshield replacement,Crack,2019,Chevrolet Silverado,1500 LD 4WD Double Cab LT w/1LT
6.16E+14,Minnesota,United States,"Minnesota, United States",Dent Repair Rear,Collision,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
6.16E+14,Minnesota,United States,"Minnesota, United States",Windshield replacement,Crack,2019,RAM,"1500 Classic SLT 4X2 Crew Cab 6'4"" Box"
